Theater Name,Review date,Review URL,Author name,Local Guide,Star rating,Review content,
Violet Crown,4/15/2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURSc011Tk5REAE!2m1!1s0x0 ,José Amador,TRUE,5,Nice place,
Violet Crown,4/15/2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNSbjh6UzBBRRAB!2m1!1s0x0 ,Keith quesenberry,TRUE,5,Very cool place!!! Great environment and great beer.,
Violet Crown,4/15/2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNSM3Vqc1JnEAE!2m1!1s0x0 ,Damian Bailey,TRUE,5,,
Violet Crown,4/15/2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChRDSUhNMG9nS0VJQ0FnSURobVlrVhAB!2m1!1s0x0 ,Michael Vanikiotis,FALSE,5,,
Violet Crown,3/15/2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURoOGRtbTBRRRAB!2m1!1s0x0 ,Harry Dubke,FALSE,5,"Incredibly helpful staff and great, clean setup! Definitely my go-to theater in C’ville",
Violet Crown,3/15/2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURoc2ZHQXJBRRAB!2m1!1s0x0 ,Beate Spear,TRUE,5,My favorite movie theater.,
Violet Crown,3/15/2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURoNU5YUlFREAE!2m1!1s0x0 ,Randolph Washington,FALSE,5,,
Violet Crown,3/15/2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURoc09PMW93RRAB!2m1!1s0x0 ,Joyce Hayes,TRUE,5,,
Violet Crown,2/15/2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURoNE1icjhBRRAB!2m1!1s0x0 ,Brian Walter,FALSE,5,Such a cozy theatre !,
Violet Crown,1/15/2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURCZ2JPb1BBEAE!2m1!1s0x0 ,Kevin McGuire,TRUE,5,"Watched Avatar 2 there. If you know the movie was long 3 plus hours. The seat sat well and had no problem with soreness. Popcorn drinks, and candy are not too bad. And the price was ok. Still high no matter how you look at it. But the price was equally fair as most places.",
Violet Crown,12/15/2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNCNTViR29RRRAB!2m1!1s0x0 ,Matt Penman,TRUE,5,"We were the only ones and they waited to start the movie until we had our food and drinks. Great place, very nice people.",
